name,description,category,fraction,points,icon_url
Battle-Scarred: Poen Gillbrack,Adventure with Poen Gillbrack until they reach Rank 30.,Battle for Azeroth,horde,5,https://icons.wowdb.com/retail/medium/inv_conchshell.jpg?41793
Battle-Scarred: Vim Brineheart,Adventure with Vim Brineheart until they reach Rank 30.,Battle for Azeroth,horde,5,https://icons.wowdb.com/retail/medium/inv_misc_gilgoblin.jpg?41793
Battle-Scarred: Hunter Akana,Adventure with Hunter Akana until they reach Rank 30.,Battle for Azeroth,alliance,5,https://icons.wowdb.com/retail/medium/inv_misc_deepjinyumelee.jpg?41793
Battle-Scarred: Bladesman Inowari,Adventure with Bladesman Inowari until they reach Rank 30.,Battle for Azeroth,alliance,5,https://icons.wowdb.com/retail/medium/inv_misc_deepjinyucaster.jpg?41793
Battle-Scarred: Farseer Ori,Adventure with Farseer Ori until they reach Rank 30.,Battle for Azeroth,alliance,5,https://icons.wowdb.com/retail/medium/inv_staff_2h_deepjinyu_b_01.jpg?41793
Aqua Team Murder Force,Complete the Nazjatar achievements listed below.,Battle for Azeroth,horde,10,https://icons.wowdb.com/retail/medium/inv_sword_1h_naga_a_01.jpg?41793
Aqua Team Murder Force,Complete the Nazjatar achievements listed below.,Battle for Azeroth,alliance,10,https://icons.wowdb.com/retail/medium/inv_sword_2h_deepjinyu_b_01.jpg?41793
Back to the Depths!,Complete the Summons from the Depths scenario 10 times.,Battle for Azeroth,,10,https://icons.wowdb.com/retail/medium/ability_shawaterelemental_swirl.jpg?41793
Puzzle Performer,Complete all of Mardivas' puzzles listed below.,Battle for Azeroth,,10,https://icons.wowdb.com/retail/medium/ability_mage_potentspirit.jpg?41793
Subaquatic Support,Complete 30 Requisition or Bounty daily quests in Nazjatar.,Battle for Azeroth,,10,https://icons.wowdb.com/retail/medium/inv_tradeskill_cooking_feastofthewater.jpg?41793
Malowned,Defeat Postmaster Malown in a pet battle.,Battle,,10,https://icons.wowdb.com/retail/medium/inv_letter_04.jpg?41793
Fun Run,Defeat Radiance of Azshara in The Eternal Palace after running 6 consecutive complete laps around her arena without falling into the water on Norma...,Battle Raid,,10,https://icons.wowdb.com/retail/medium/ability_rogue_sprint_blue.jpg?41793
The Best of Us,Defeat Queen Azshara in The Eternal Palace with one player still alive who is currently affected by Essence of Azeroth on Normal difficulty or higher.,Battle Raid,,10,https://icons.wowdb.com/retail/medium/spell_azerite_essence08.jpg?41793
Power Up,Infuse the Heart of Azeroth with any Heart of Azeroth Essence at rank 2 or higher.,Heart of Azeroth,,10,https://icons.wowdb.com/retail/medium/spell_azerite_essence01.jpg?41793
Power Creep,Infuse the Heart of Azeroth with any Heart of Azeroth Essence at rank 3 or higher.,Heart of Azeroth,,10,https://icons.wowdb.com/retail/medium/spell_azerite_essence08.jpg?41793
Power Is Beautiful,Infuse the Heart of Azeroth with any Heart of Azeroth Essence at rank 4.,Heart of Azeroth,,10,https://icons.wowdb.com/retail/medium/mystery_azerite_helm_mythic.jpg?41793
Essence Essentials,Infuse the Heart of Azeroth with all available Essences from the Rise of Azshara update for any of your roles.,Heart of Azeroth,,10,https://icons.wowdb.com/retail/medium/spell_azerite_essence10.jpg?41793
Essence Gains,Infuse the Heart of Azeroth with all available Essences from the Rise of Azshara update at rank 2 or higher for any of your roles.,Heart of Azeroth,,10,https://icons.wowdb.com/retail/medium/spell_azerite_essence07.jpg?41793
Essence Overload,Infuse the Heart of Azeroth with all available Essences from the Rise of Azshara update at rank 3 or higher for any of your roles.,Heart of Azeroth,,10,https://icons.wowdb.com/retail/medium/inv_azerite_area_denial.jpg?41793
Explore Mechagon,"Explore Mechagon, revealing the covered area of the world map.",Battle for Azeroth,,10,https://icons.wowdb.com/retail/medium/inv_misc_map08.jpg?41793
My Heart Container is Full,Apply an Essence of rank 3 or higher into every slot of the Heart of Azeroth.,Heart of Azeroth,,10,https://icons.wowdb.com/retail/medium/spell_azerite_essence09.jpg?41793
Phenomenal Cosmic Power,Infuse the Heart of Azeroth with all available Essences from the Rise of Azshara update for any role at rank 4.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/inv_heartofazeroth.jpg?41793
Battle for Azeroth Keystone Conqueror: Season Three,"Complete all Battle for Azeroth Season Three dungeons at Mythic Level 10 or higher, within the time limit.",Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_gold.jpg?41793
Battle for Azeroth Keystone Master: Season Three,"Complete all Battle for Azeroth Season Three dungeons at Mythic Level 15 or higher, within the time limit.",Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_platinum.jpg?41793
Ahead of the Curve: Queen Azshara,"Defeat Queen Azshara in The Eternal Palace on Heroic difficulty or higher, before the release of the next raid tier.",Raids,,,https://icons.wowdb.com/retail/medium/achievement_boss_azshara.jpg?41793
Cutting Edge: Queen Azshara,"Defeat Queen Azshara in The Eternal Palace on Mythic difficulty, before the release of the next raid tier.",Raids,,,https://icons.wowdb.com/retail/medium/achievement_boss_azshara.jpg?41793
Hall of Fame: Queen Azshara (Alliance),Among the first one hundred Alliance guilds worldwide to defeat Queen Azshara on Mythic difficulty.,Guild Feats of Strength,,,https://icons.wowdb.com/retail/medium/achievement_boss_azshara.jpg?41793
Hall of Fame: Queen Azshara (Horde),Among the first one hundred Horde guilds worldwide to defeat Queen Azshara on Mythic difficulty.,Guild Feats of Strength,,,https://icons.wowdb.com/retail/medium/achievement_boss_azshara.jpg?41793
Hertz Locker,"Within a single lockout, defeat all bosses in Operation: Mechagon and prevent the destruction of all non-robotic life on Azeroth without any player...",Dungeons,,,https://icons.wowdb.com/retail/medium/inv_misc_head_clockworkgnome_01.jpg?41793
Armed for Action,Construct each of the following weapons with Rocket-Chief Fuselage.,Battle for Azeroth,,5,https://icons.wowdb.com/retail/medium/ability_hunter_rapidregeneration.jpg?41793
Making the Mount,Complete the Mechaspider questline.,Battle for Azeroth,,10,https://icons.wowdb.com/retail/medium/inv_mechagonspidertank_silver.jpg?41793
Vicious Saddle (11),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (12),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (13),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (14),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (15),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (16),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (17),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (18),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (19),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (20),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (11),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (12),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (13),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (14),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (15),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (16),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (17),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (18),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (19),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (20),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Feline Figurines Found,"Find all of the lost crystalline cat figurines that Azshara was gifted, because someone gave her a cat figurine one time even though she never real...",Battle for Azeroth,,5,https://icons.wowdb.com/retail/medium/trade_archaeology_catstatueemeraldeyes.jpg?41793
Level 100 - Mount Equipment Unlock Check,Reach level 100.,Character,,,https://icons.wowdb.com/retail/medium/achievement_level_100.jpg?41793
The Master of Revendreth,Complete the Revendreth storylines listed below.,Shadowlands,,10,https://icons.wowdb.com/retail/medium/inv_cape_special_revendreth_d_03.jpg?41793
Operation: Mechagon Guild Run,Defeat King Mechagon in Operation: Mechagon on Mythic difficulty while in a guild group.,Battle Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_boss_mechagon.jpg?41793
WoW's 15th Anniversary,Logged in during WoW's 15th Anniversary.,Events,,,https://icons.wowdb.com/retail/medium/inv_misc_celebrationcake_01.jpg?41793
The Fourth War,Complete the War Campaign in Battle for Azeroth.,Battle for Azeroth,horde,10,https://icons.wowdb.com/retail/medium/inv_tabard_battlepvps4_horde.jpg?41793
The Fourth War,Complete the War Campaign in Battle for Azeroth.,Battle for Azeroth,alliance,10,https://icons.wowdb.com/retail/medium/inv_tabard_battlepvps4_alliance.jpg?41793
Crashin' Splashin',"Proud owner of the 2019 Vintage Winter Veil gift, the Crashin' Thrashin' Battleship or Juggernaught.",Events,,,https://icons.wowdb.com/retail/medium/inv_holiday_christmas_present_01.jpg?41793
Alterac Valley of Olde,Earn 200 Timewarped Badges from doing quests and participating in Alterac Valley Classic.,Alterac Valley,alliance,10,https://icons.wowdb.com/retail/medium/achievement_zone_alteracmountains_01.jpg?41793
Alterac Valley of Olde,Earn 200 Timewarped Badges from doing quests and participating in Alterac Valley Classic.,Alterac Valley,horde,10,https://icons.wowdb.com/retail/medium/achievement_zone_alteracmountains_01.jpg?41793
"Memories of Fel, Frost and Fire",Defeated the Chromie's Memories events during the WoW 15th Anniversary celebration.,Events,,,https://icons.wowdb.com/retail/medium/spell_nature_elementalabsorption.jpg?41793
Vicious Saddle (21),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (22),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (23),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (24),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (25),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (26),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (27),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (28),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (29),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (30),,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Corrupted Combatant,,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/achievement_featsofstrength_gladiator_05.jpg?41793
Corrupted Combatant,,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/achievement_featsofstrength_gladiator_05.jpg?41793
Vicious Saddle (21),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (22),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (23),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (24),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (25),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (26),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (27),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (28),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (29),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Vicious Saddle (30),,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/inv_tailoring_70_saddleblanket.jpg?41793
Corrupted Gladiator: Battle for Azeroth Season 4,End Battle for Azeroth PvP Season 4 in the top 0.1% of the 3v3 arena ladder (requires 150 games won on your current faction in Battle for Azeroth S...,Player vs. Player,,,https://icons.wowdb.com/retail/medium/achievement_featsofstrength_gladiator_07.jpg?41793
Corrupted Gladiator's Proto-Drake,Obtain the Corrupted Gladiator's Proto-Drake from Battle for Azeroth Season 4.,Mounts,,,https://icons.wowdb.com/retail/medium/inv_protodrakegladiatormount_black.jpg?41793
Challenger: Battle for Azeroth Season 4,Earn the rank of Challenger during Battle for Azeroth Season 4.,Player vs. Player,,,https://icons.wowdb.com/retail/medium/achievement_featsofstrength_gladiator_07.jpg?41793
Combatant: Battle for Azeroth Season 4,Earn the rank of Combatant during Battle for Azeroth Season 4.,Player vs. Player,,,https://icons.wowdb.com/retail/medium/achievement_featsofstrength_gladiator_07.jpg?41793
Rival: Battle for Azeroth Season 4,Earn the rank of Rival during Battle for Azeroth Season 4.,Player vs. Player,,,https://icons.wowdb.com/retail/medium/achievement_featsofstrength_gladiator_07.jpg?41793
Duelist: Battle for Azeroth Season 4,Earn the rank of Duelist during Battle for Azeroth Season 4.,Player vs. Player,,,https://icons.wowdb.com/retail/medium/achievement_featsofstrength_gladiator_07.jpg?41793
Hero of the Horde: Corrupted,End Battle for Azeroth Season 4 in the top 0.5% of the rated battleground ladder (requires 50 games won on your current faction in Battle for Azero...,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/achievement_pvp_h_h.jpg?41793
Hero of the Alliance: Corrupted,End Battle for Azeroth Season 4 in the top 0.5% of the rated battleground ladder (requires 50 games won on your current faction in Battle for Azero...,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/achievement_pvp_a_a.jpg?41793
Gladiator: Battle for Azeroth Season 4,Win 50 3v3 games while at Elite rank during Battle for Azeroth Season 4.,Player vs. Player,,,https://icons.wowdb.com/retail/medium/achievement_featsofstrength_gladiator_07.jpg?41793
Elite: Battle for Azeroth Season 4,Earn the rank of Elite during Battle for Azeroth Season 4.,Player vs. Player,,,https://icons.wowdb.com/retail/medium/achievement_featsofstrength_gladiator_07.jpg?41793
"You Can Pet the Dog, But...","Defeat Shad'har the Insatiable in Ny'alotha, the Waking City after having everyone /pet him on Normal difficulty or higher.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/inv_pet_voidhound.jpg?41793
Allied Races: Mechagnome Unlock Requirements,,Feats of Strength,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Allied Races: Vulpera Unlock Requirements,,Feats of Strength,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Through the Depths of Visions,Complete the Horrific Vision achievements listed below.,Visions of N'Zoth,,20,https://icons.wowdb.com/retail/medium/spell_shadow_auraofdarkness.jpg?41793
Pure of Heart,Infuse the Heart of Azeroth with all available Essences from the Visions of N'Zoth update for any of your roles.,Heart of Azeroth,,10,https://icons.wowdb.com/retail/medium/spell_azerite_essence08.jpg?41793
How? Isn't it Obelisk?,"Defeat Ra-den in Ny'alotha, the Waking City after destroying 2 obelisks with Unstable Void on Normal difficulty or higher.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/trade_archaeology_nerubian_obelisk.jpg?41793
Heritage of the Vulpera,Earn level 50 on a newly created vulpera character.,Reputation,,10,https://icons.wowdb.com/retail/medium/inv_tabard_vulpera.jpg?41793
Mana Sponge,"Defeat Maut in Ny'alotha, the Waking City after defeating a Forbidden Manifestation on Normal difficulty or higher.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/spell_shadow_summonvoidwalker.jpg?41793
Allied Races: Mechagnome (Hidden Character Achievement),Complete the quest below.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/inv_tabard_mechagnome.jpg?41793
Allied Races: Mechagnome,Earn the allegiance of the mechagnomes and welcome them into the Alliance.,Reputation,,10,https://icons.wowdb.com/retail/medium/achievement_alliedrace_mechagnome.jpg?41793
Heritage of the Mechagnome,Earn level 50 on a newly created mechagnome character.,Reputation,,10,https://icons.wowdb.com/retail/medium/inv_plate_mechagnome_c_01chest.jpg?41793
Smoke Test,"Defeat Wrathion in Ny'alotha, the Waking City after defeating 10 Crackling Shards within 3 seconds of each other on Normal difficulty or higher.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/ability_rogue_smoke.jpg?41793
Pet Battle Challenge: Blackrock Depths,Complete Pet Battle Challenge in Blackrock Depths.,Pet Battles,,5,https://icons.wowdb.com/retail/medium/achievement_zone_blackrock_01.jpg?41793
The Shadows Revealed,Complete all of the Pet Battle Challenge achievements listed below.,Pet Battles,,10,https://icons.wowdb.com/retail/medium/spell_nzinsanity_chasedbyshadows.jpg?41793
Realizing Your Potential,"Defeat the Hivemind in Ny'alotha, the Waking City after defeating 3 Evolved Specimen on Normal difficulty or higher.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_boss_krikthir.jpg?41793
Buzzer Beater,"Defeat Dark Inquisitor Xanesh in Ny'alotha, the Waking City after safely eliminating a Void Orb with less than 3 seconds remaining on Voidwoken 3 t...",Battle Raid,,10,https://icons.wowdb.com/retail/medium/ability_mount_goatmountblack.jpg?41793
Temper Tantrum,"Defeat Drest'agath in Ny'alotha, the Waking City after triggering Throes of Agony twice within 60 seconds on Normal difficulty or higher.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/ability_rogue_kidneyshot.jpg?41793
Battle for Mrrglroth,Proud owner of Gillvanas and Finduin from the 2019 BlizzCon.,Promotions,,,https://icons.wowdb.com/retail/medium/inv_misc_questionmark.jpg?41793
Phase 3: Prophet,"Defeat the Prophet Skitra in Ny'alotha, the Waking City after defeating three Disciples of the Prophet on Normal difficulty or higher.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/inv_armor_tauren_d_01pants.jpg?41793
Bloody Mess,"Defeat Il'gynoth, Corruption Reborn in Ny'alotha, the Waking City after defeating 10 Bloods of Ny'alotha in under 3 seconds on Normal difficulty or...",Battle Raid,,10,https://icons.wowdb.com/retail/medium/inv_artifact_bloodoftheassassinated.jpg?41793
"Ny'alotha, the Waking City Guild Run","Defeat the bosses of Ny'alotha, the Waking City on Normal difficulty or higher, while in a guild group.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_nyalothaguildrun.jpg?41793
Mythic: N'Zoth the Corruptor Guild Run,"Defeat N'Zoth the Corruptor in Ny'alotha, the Waking City on Mythic Difficutly while in a guild group.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_nzoth.jpg?41793
"Mythic: Wrathion, the Black Emperor","Defeat Wrathion, the Black Emperor in Ny'alotha, the Waking City on Mythic difficulty.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_wrathion.jpg?41793
Mythic: Maut,"Defeat Maut in Ny'alotha, the Waking City on Mythic difficulty.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_maut.jpg?41793
Mythic: The Prophet Skitra,"Defeat the Prophet Skitra in Ny'alotha, the Waking City on Mythic difficulty.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_skitra.jpg?41793
Mythic: Dark Inquisitor Xanesh,"Defeat the Dark Inquisitor Xanesh in Ny'alotha, the Waking City on Mythic difficulty.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_xanesh.jpg?41793
Mythic: The Hivemind,"Defeat the Hivemind in Ny'alotha, the Waking City on Mythic difficulty.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_hivemind.jpg?41793
Mythic: Shad'har the Insatiable,"Defeat Shad'har the Insatiable in Ny'alotha, the Waking City on Mythic difficulty.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_shadhar.jpg?41793
Mythic: Drest'agath,"Defeat Drest'agath in Ny'alotha, the Waking City on Mythic difficulty.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_drestagath.jpg?41793
Mythic: Vexiona,"Defeat Vexiona in Ny'alotha, the Waking City on Mythic difficulty.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_vexiona.jpg?41793
Mythic: Ra-den the Despoiled,"Defeat Ra-den the Despoiled in Ny'alotha, the Waking City on Mythic difficulty.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_raden.jpg?41793
"Mythic: Il'gynoth, Corruption Reborn","Defeat Il'gynoth, Corruption Reborn in Ny'alotha, the Waking City on Mythic difficulty.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_ilgynoth.jpg?41793
Mythic: Carapace of N'Zoth,"Defeat Carapace of N'Zoth in Ny'alotha, the Waking City on Mythic difficulty.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_carapace.jpg?41793
Mythic: N'Zoth the Corruptor,"Defeat N'Zoth the Corruptor in Ny'alotha, the Waking City on Mythic difficulty.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_nzoth.jpg?41793
All Eyes On Me,"Collect an armor set from Ny'alotha, the Waking City.",Appearances,,10,https://icons.wowdb.com/retail/medium/inv_belt_mail_nzothraid_d_01.jpg?41793
The Eyes Have It,Collect any armor set from Battle for Azeroth PvP Season 4.,Appearances,,10,https://icons.wowdb.com/retail/medium/inv_chest_leatherraidnzoth_d_01.jpg?41793
Unwavering Resolve,"Upgrade Ashjra'kamas, Shroud of Resolve to rank 15.",Visions of N'Zoth,,10,https://icons.wowdb.com/retail/medium/inv_misc_cape_deathwingraid_d_03.jpg?41793
We Have the Technology,Purchase all research items in the Titanic Research Archive.,Visions of N'Zoth,,10,https://icons.wowdb.com/retail/medium/inv_titan_runestones_icon.jpg?41793
Horrific Vision of Stormwind,Defeat Alleria in the Horrific Vision of Stormwind.,Visions of N'Zoth,,5,https://icons.wowdb.com/retail/medium/spell_arcane_teleportstormwind.jpg?41793
Horrific Vision of Orgrimmar,Defeat Thrall in the Horrific Vision of Orgrimmar.,Visions of N'Zoth,,5,https://icons.wowdb.com/retail/medium/spell_arcane_teleportorgrimmar.jpg?41793
The Even More Horrific Vision of Stormwind,Complete all objectives in the Horrific Vision of Stormwind in a single visit.,Visions of N'Zoth,,10,https://icons.wowdb.com/retail/medium/spell_arcane_teleportstormwind.jpg?41793
The Even More Horrific Vision of Orgrimmar,Complete all objectives in the Horrific Vision of Orgrimmar in a single visit.,Visions of N'Zoth,,10,https://icons.wowdb.com/retail/medium/spell_arcane_teleportorgrimmar.jpg?41793
The Most Horrific Vision of Stormwind,Complete all objectives in the Horrific Vision of Stormwind in a single visit and with all 5 Faceless Masks active.,Visions of N'Zoth,,15,https://icons.wowdb.com/retail/medium/spell_arcane_teleportstormwind.jpg?41793
The Most Horrific Vision of Orgrimmar,Complete all objectives in the Horrific Vision of Orgrimmar in a single visit and with all 5 Faceless Masks active.,Visions of N'Zoth,,15,https://icons.wowdb.com/retail/medium/spell_arcane_teleportorgrimmar.jpg?41793
Ahead of the Curve: N'Zoth the Corruptor,"Defeat N'Zoth the Corruptor in Ny'alotha, the Waking City on Heroic difficulty or higher, before the release of the next raid tier.",Raids,,,https://icons.wowdb.com/retail/medium/achievement_nzothraid_nzoth.jpg?41793
Cutting Edge: N'Zoth the Corruptor,"Defeat N'Zoth the Corruptor in Ny'alotha, the Waking City on Mythic difficulty, before the release of the next raid tier.",Raids,,,https://icons.wowdb.com/retail/medium/achievement_nzothraid_nzoth.jpg?41793
Hall of Fame: N'Zoth the Corruptor (Alliance),Among the first one hundred Alliance guilds worldwide to defeat N'Zoth the Corruptor on Mythic difficulty.,Guild Feats of Strength,,,https://icons.wowdb.com/retail/medium/achievement_nzothraid_nzoth.jpg?41793
Hall of Fame: N'Zoth the Corruptor (Horde),Among the first one hundred Horde guilds worldwide to defeat N'Zoth the Corruptor on Mythic difficulty.,Guild Feats of Strength,,,https://icons.wowdb.com/retail/medium/achievement_nzothraid_nzoth.jpg?41793
Faceless Mask of the Pained,Obtain the Faceless Mask of the Pained.,Visions of N'Zoth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Faceless Mask of the Dark Imagination,Obtain the Faceless Mask of the Dark Imagination.,Visions of N'Zoth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Faceless Mask of the Burned Bridge,Obtain the Faceless Mask of the Burned Bridge.,Visions of N'Zoth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Faceless Mask of the Daredevil,Obtain the Faceless Mask of the Daredevil.,Visions of N'Zoth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Faceless Mask of the Long Night,Obtain the Faceless Mask of the Long Night.,Visions of N'Zoth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Total Annihilation,"Defeat Vexiona in Ny'alotha, the Waking City after allowing every player to be hit by Annihilation at least 30 times on Normal difficulty or higher.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/spell_priest_voidsear.jpg?41793
Mad World,Complete all objectives in the Horrific Visions of Stormwind and Orgrimmar in a single visit while not in a party and with all 5 Faceless Masks act...,Feats of Strength,,,https://icons.wowdb.com/retail/medium/spell_nzinsanity_shortsighted.jpg?41793
Solo Nightmares - Stormwind (Hidden Character Achievement),,Feats of Strength,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Solo Nightmares - Orgrimmar (Hidden Character Achievement),,Feats of Strength,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Reeking of Visions,Complete the Horrific Vision achievements listed below.,Visions of N'Zoth,,10,https://icons.wowdb.com/retail/medium/ability_priest_voidentropy.jpg?41793
Battle for Azeroth Keystone Conqueror: Season Four,"Complete all Battle for Azeroth Season Four dungeons at Mythic Level 10 or higher, within the time limit.",Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_gold.jpg?41793
Battle for Azeroth Keystone Master: Season Four,"Complete all Battle for Azeroth Season Four dungeons at Mythic Level 15 or higher, within the time limit.",Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_platinum.jpg?41793
